Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
list,list,927,0,90.26,90.26,0.19,0,100%
write,write,1891,41855020000,969.38,714.8,0.39,8718108.52,100%
delete,delete,914,0,82.8,82.8,0.19,0,100%
read,read,5393,112843172000,534.45,138.89,1.13,23575319.4,100%
list,list,866,0,104.74,104.74,0.18,0,100%
write,write,1743,36280788000,985.95,737.1,0.36,7579822.07,100%
delete,delete,895,0,105.69,105.69,0.19,0,100%
read,read,5373,110681856000,532.93,143.39,1.12,23050167.43,100%
list,list,888,0,110.69,110.69,0.18,0,100%
write,write,1718,36868916000,994.79,735.47,0.36,7678175.24,100%
delete,delete,913,0,143.06,143.06,0.19,0,100%
read,read,5447,109178156000,506.69,140.94,1.13,22736288.34,100%
list,list,923,0,100.48,100.48,0.19,0,100%
write,write,1789,39296704000,1027.81,742.25,0.37,8183516.06,100%
delete,delete,910,0,120.96,120.96,0.19,0,100%
read,read,5377,112779136000,538.33,151.62,1.12,23487349.58,100%
list,list,892,0,91.76,91.76,0.19,0,100%
write,write,1727,37131800000,1000.84,754.15,0.36,7733057.71,100%
delete,delete,930,0,103.64,103.64,0.19,0,100%
read,read,5534,116583320000,509.52,144.92,1.15,24297419.62,100%
list,list,891,0,103.59,103.59,0.19,0,100%
write,write,1852,39625216000,959.59,711.15,0.39,8258389.8,100%
delete,delete,969,0,112.14,112.14,0.2,0,100%
read,read,5474,119198480000,525.31,132.98,1.14,24834563.65,100%
list,list,922,0,106.84,106.84,0.19,0,100%
write,write,1848,36809484000,919.65,680.58,0.39,7669120.22,100%
delete,delete,875,0,143.67,143.67,0.18,0,100%
read,read,5251,110807452000,540.6,141.12,1.09,23075766.1,100%
list,list,865,0,94.44,94.44,0.18,0,100%
write,write,1841,36674972000,956.4,721.2,0.38,7637600.72,100%
delete,delete,868,0,138.69,138.69,0.18,0,100%
