Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,5392,113366584000,544.38,137.84,1.12,23610212.53,100%
list,list,906,0,98.03,98.03,0.19,0,100%
write,write,1717,37261864000,993.72,699.7,0.36,7760316.11,100%
delete,delete,880,0,80.14,80.14,0.18,0,100%
read,read,5412,112909800000,538.83,134.61,1.13,23517284.75,100%
list,list,937,0,113.6,113.6,0.2,0,100%
write,write,1814,37331924000,951.48,677.6,0.38,7775635.83,100%
delete,delete,850,0,60.95,60.95,0.18,0,100%
read,read,5325,114021936000,562.53,135.41,1.11,23747648.55,100%
list,list,868,0,90.56,90.56,0.18,0,100%
write,write,1711,36343612000,976.58,696.74,0.36,7569379.67,100%
delete,delete,875,0,63.62,63.62,0.18,0,100%
read,read,5439,115993812000,554.45,143.65,1.13,24176468.45,100%
list,list,890,0,108.97,108.97,0.19,0,100%
write,write,1771,36674752000,907.17,643.26,0.37,7644080.06,100%
delete,delete,917,0,84.86,84.86,0.19,0,100%
read,read,5631,115537896000,519.5,135.55,1.17,24069733.08,100%
list,list,945,0,102.74,102.73,0.2,0,100%
write,write,1930,39037120000,893.25,639.6,0.4,8132509.69,100%
delete,delete,961,0,55.14,55.14,0.2,0,100%
read,read,5551,115466404000,538.24,132.15,1.16,24058849.02,100%
list,list,920,0,84.17,84.17,0.19,0,100%
write,write,1884,38708016000,888.03,643.61,0.39,8065292.42,100%
delete,delete,936,0,64.44,64.44,0.2,0,100%
read,read,5526,113043660000,528.12,132.31,1.15,23543856.3,100%
list,list,915,0,99.17,99.17,0.19,0,100%
write,write,1840,41460664000,939.49,642.97,0.38,8635105.37,100%
delete,delete,913,0,68.89,68.89,0.19,0,100%
