Timestamp,Op-Count,,,,Byte-Count,,,,Avg-ResTime,,,,Avg-ProcTime,,,,Throughput,,,,Bandwidth,,,,Succ-Ratio,,,,Version-Info,,
,read,list,write,delete,read,list,write,delete,read,list,write,delete,read,list,write,delete,read,list,write,delete,read,list,write,delete,read,list,write,delete,Min-Version,Version,Max-Version
00:46:36,1359,213,477,203,28539276000,0,9775596000,0,581.44,99.74,700.94,128.54,153.76,99.74,496.86,128.54,276.87,44.5,97.63,42.76,5770792419.64,0,2006606989.64,0,100%,100%,100%,100%,51,51,51
00:46:41,1575,242,560,291,32933544000,0,11941004000,0,488.67,80.43,1024.63,74.08,134.85,80.43,696.65,74.08,314.41,48.41,111.32,58.93,6558715441.4,0,2333475602.23,0,100%,100%,100%,100%,52,52,52
00:46:46,1369,235,437,239,27753292000,0,8202968000,0,383.94,68.87,1010.76,67.98,116.85,68.87,837.61,67.98,275.45,47.22,87.18,47.4,5493608565.03,0,1605503789.7,0,100%,100%,100%,100%,53,53,53
00:46:51,1651,253,492,263,34443544000,0,10038144000,0,507.67,86.35,797.29,63.3,146.26,86.35,564.7,63.3,353.18,53.34,101.27,56.05,7283695391.01,0,2133299794.88,0,100%,100%,100%,100%,54,54,54
00:46:56,1562,231,531,257,33458888000,0,11348160000,0,527.36,97.35,759.63,67.78,139.35,97.35,495.68,67.78,310.38,45.15,105.31,49.54,6578621753.55,0,2296411630.28,0,100%,100%,100%,100%,55,55,55
00:47:01,1508,247,523,238,31489472000,0,12069220000,0,505.06,124.24,1067.73,91.12,133.22,124.24,815.67,91.12,286.31,46.26,99.17,44.21,5947663226.74,0,2212233315.84,0,100%,100%,100%,100%,56,56,56
00:47:06,1422,234,494,235,30702684000,0,10300580000,0,422.06,73.15,1018.87,78.23,112.73,73.15,849.55,78.23,278.11,45.84,95.47,45.26,5958079295.87,0,1960973329.25,0,100%,100%,100%,100%,57,57,57
00:47:11,1393,226,443,224,29979796000,0,8922044000,0,495.32,99.8,770.07,95.39,132.62,99.79,547.57,95.39,282.76,46.84,90.77,45.27,6205792572.85,0,1793463159.82,0,100%,100%,100%,100%,58,58,58
00:47:16,1392,244,463,239,29719224000,0,9513772000,0,483.92,94.54,913.97,77.06,128.95,94.54,700.99,77.06,296.06,51.8,98.43,50.21,6418340483.59,0,2024279550.46,0,100%,100%,100%,100%,59,59,59
00:47:21,1499,268,518,237,31949780000,0,11284796000,0,539.45,103.96,836.17,61.44,132.55,103.96,565.99,61.44,302.64,53.57,105.65,47.77,6409987764.7,0,2358757375.63,0,100%,100%,100%,100%,60,60,60
00:47:26,1494,259,502,235,31819116000,0,10825288000,0,499.79,96.06,776.44,66.83,145.72,96.06,541.61,66.83,300.88,51.98,99.34,45.23,6453933962.04,0,2129104989.97,0,100%,100%,100%,100%,61,61,61
00:47:31,1167,201,452,208,22768332000,0,9906680000,0,509.1,77.97,940.48,77.94,132.59,77.97,675.66,77.94,230.84,40.31,90.34,40.73,4485325453.89,0,1948153257.6,0,100%,100%,100%,100%,62,62,62
00:47:36,1475,237,462,250,31293104000,0,9840948000,0,524.69,105.66,1097.25,63.59,135.56,105.66,803.78,63.59,304.42,48.88,94.25,52.56,6456691386.19,0,1979201502.35,0,100%,100%,100%,100%,63,63,63
00:47:41,1409,235,459,219,30505856000,0,10168896000,0,495.74,102.18,1027.26,69.82,135.08,102.18,779.99,69.82,274.31,44.68,88.24,43.24,5901243778.69,0,2028671890.81,0,100%,100%,100%,100%,64,64,64
00:47:46,1197,191,389,216,26568528000,0,8004740000,0,486.16,74.3,1197.22,59.43,120.13,74.29,949.76,59.43,233.55,39.07,78.66,42.17,5272701112.54,0,1656502177.84,0,100%,100%,100%,100%,65,65,65
00:47:51,1285,195,415,202,26637232000,0,8529340000,0,545.63,78.49,831.5,42.78,129.55,78.49,595.64,42.78,264.26,38.07,84.9,41.03,5604260659.71,0,1714211903.27,0,100%,100%,100%,100%,66,66,66
00:47:56,1391,206,511,231,29653028000,0,11348320000,0,544.37,77.24,951.18,45.1,140.47,77.24,629.86,45.1,275.08,41.66,102.39,45.19,5965730809.31,0,2294416352.73,0,100%,100%,100%,100%,67,67,67
00:48:01,1168,178,379,195,24209860000,0,7480384000,0,530.74,98.8,651.72,47.43,123.56,98.8,433.93,47.43,228.33,34.57,74.54,38.73,4812434896,0,1448778907.45,0,100%,100%,100%,100%,68,68,68
00:48:06,1382,221,444,216,29982332000,0,9381072000,0,632.71,91.74,916.79,54.25,149.29,91.74,673.89,54.25,288.7,46.08,90.14,45.65,6212799248.72,0,1981726227.35,0,100%,100%,100%,100%,69,69,69
00:48:11,1486,218,498,248,28411720000,0,10169532000,0,538.78,170.61,630.76,53.91,134.78,170.61,453.78,53.91,292.89,43.81,96.92,48.96,5555820632.82,0,1949057814.06,0,100%,100%,100%,100%,70,70,70
