Id,Op-Name,Op-Count,Byte-Count,Worker-Count,Avg-ResTime,Avg-ProcTime,60%-ResTime,80%-ResTime,90%-ResTime,95%-ResTime,99%-ResTime,100%-ResTime,Throughput,Bandwidth,Succ-Ratio,Config-Info
w1-s1-init_containers-1,init-write,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% containers=r(1-5) containers=r(1-5) containers=r(1-5) objects=r(0-0) sizes=c(0)B containers=r(1-5)
w2-s1-init_containers-1,init-write,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% containers=r(1-5) containers=r(1-5) containers=r(1-5) objects=r(0-0) sizes=c(0)B containers=r(1-5)
w2-s2-preparing_cluster-1,prepare-write,724599,37928848396000,35,1854.03,133.12,20,410,2450,2720,38070,64180,18.71,979245509.84,99.95%,100% containers=r(1-5) objects=r(1-290000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-290000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-290000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-290000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-290000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-290000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB createContainer=false containers=r(1-5) objects=r(1-290000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB
w3-s1-init_containers-1,init-write,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% containers=r(1-5) containers=r(1-5) containers=r(1-5) objects=r(0-0) sizes=c(0)B containers=r(1-5)
w3-s2-preparing_cluster-1,prepare-write,724624,37759012595000,35,1842.4,133.53,20,420,2450,2730,38030,57600,18.84,981441216.08,99.95%,100% containers=r(1-5) objects=r(1-290000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-290000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-290000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-290000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-290000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-290000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB createContainer=false containers=r(1-5) objects=r(1-290000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB
w4-s1-init_containers-1,init-write,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% containers=r(1-5) containers=r(1-5) containers=r(1-5) objects=r(0-0) sizes=c(0)B containers=r(1-5)
w4-s2-preparing_cluster-1,prepare-write,15000,842843092000,28,621.76,72.08,20,310,890,1040,11640,14650,45.33,2514498335.12,100%,100% containers=r(1-5) objects=r(1-3000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-3000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-3000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-3000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-3000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB createContainer=false containers=r(1-5) objects=r(1-3000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB
w5-s1-init_containers-1,init-write,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% containers=r(1-5) containers=r(1-5) containers=r(1-5) objects=r(0-0) sizes=c(0)B containers=r(1-5)
w5-s2-preparing_cluster-1,prepare-write,15000,782777454000,20,415.74,52.93,20,220,630,700,8240,8690,48.63,2494046506.78,100%,100% containers=r(1-5) objects=r(1-3000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-3000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-3000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-3000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-3000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-3000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB createContainer=false containers=r(1-5) objects=r(1-3000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB
w6-s1-init_containers-1,init-write,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% containers=r(1-5) containers=r(1-5) containers=r(1-5) objects=r(0-0) sizes=c(0)B containers=r(1-5)
w6-s2-preparing_cluster-1,prepare-write,969985,51403953938000,20,454,56.43,20,220,640,710,8400,13830,44.04,2333495351.28,100%,100% containers=r(1-5) objects=r(1-194000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-194000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-194000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-194000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-194000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-194000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB createContainer=false containers=r(1-5) objects=r(1-194000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB
w7-s1-MAIN-1,read,83545,4425280155000,63,1924.19,52.01,80,470,2380,3110,38060,51090,23.32,1235223221.25,66.92%,60% containers=u(3-5) objects=u(1-290000)
w7-s1-MAIN-2,list,13805,0,63,7.61,7.61,10,10,10,20,50,140,3.85,0,66.82%,10% containers=u(3-5) objects=u(1-290000)
w7-s1-MAIN-3,write,32943,1777174696000,63,1940.05,114.49,70,470,2380,3090,38080,50890,9.19,495949350.06,100%,16% containers=u(1-2) objects=u(1-290000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB
w7-s1-MAIN-4,delete,28948,0,63,19.42,19.42,20,40,50,60,100,850,8.08,0,100%,14% containers=u(1-2) objects=u(1-290000)
w8-s1-MAIN-1,read,1024412,54108071000000,63,1897.02,53.23,80,490,2320,3170,37260,53790,23.72,1252965007.24,66.88%,60% containers=u(3-5) objects=u(1-290000)
w8-s1-MAIN-2,list,170777,0,63,7.96,7.96,10,10,10,30,50,2290,3.95,0,66.9%,10% containers=u(3-5) objects=u(1-290000)
w8-s1-MAIN-3,write,408651,21548737714000,63,1869,119.79,70,480,2310,3130,36940,53570,9.46,498997725.09,100%,16% containers=u(1-2) objects=u(1-580000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB
w8-s1-MAIN-4,delete,357123,0,63,16.74,16.74,20,30,40,60,110,10080,8.27,0,100%,14% containers=u(1-2) objects=u(1-580000)
w9-s1-MAIN-1,read,83329,4302045604000,63,1953.2,54.19,80,490,2440,3170,41850,50920,23.23,1199302259.42,66.8%,60% containers=u(3-5) objects=u(1-290000)
w9-s1-MAIN-2,list,14006,0,63,8.13,8.13,10,10,20,30,50,210,3.9,0,66.88%,10% containers=u(3-5) objects=u(1-290000)
w9-s1-MAIN-3,write,33317,1661610218000,63,1862.34,127.9,90,490,2420,3130,41230,50680,9.29,463217563.79,100%,16% containers=u(1-2) objects=u(1-290000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB
w9-s1-MAIN-4,delete,29073,0,63,22.57,22.57,20,40,60,80,160,2250,8.1,0,100%,14% containers=u(1-2) objects=u(1-290000)
w10-s1-MAIN-1,write,249257,13082651099000,63,1804.69,110.94,20,420,2500,2620,38650,49500,34.69,1820715393.12,99.99%,60% containers=u(1-5) objects=s(290001-580000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB
w10-s1-MAIN-2,delete,165004,0,63,13.37,13.37,20,20,20,20,30,10050,22.96,0,100%,40% containers=u(1-5) objects=s(1-580000)
w11-s1-init_containers-1,init-write,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% containers=r(1-5) containers=r(1-5) containers=r(1-5) objects=r(0-0) sizes=c(0)B containers=r(1-5)
w11-s2-preparing_cluster-1,prepare-write,969997,51740742849000,20,456.38,60.07,20,230,670,750,8290,13390,43.82,2336874632.47,100%,100% containers=r(1-5) objects=r(1-194000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-194000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-194000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-194000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-194000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB createContainer=false containers=r(1-5) objects=r(1-194000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB
w12-s1-MAIN-1,read,84592,4479744361000,20,670.6,47.18,70,240,920,1030,13490,17430,23.53,1246222950.29,99.49%,60% containers=u(3-5) objects=u(1-195000)
w12-s1-MAIN-2,list,14117,0,20,5.38,5.38,10,10,10,20,40,270,3.93,0,99.48%,10% containers=u(3-5) objects=u(1-195000)
w12-s1-MAIN-3,write,22894,1222009339000,20,639.68,77.5,70,250,910,1030,12930,15310,6.37,339947902.01,100%,16% containers=u(1-2) objects=u(1-195000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB
w12-s1-MAIN-4,delete,19831,0,20,21.88,21.88,20,40,50,70,100,500,5.52,0,100%,14% containers=u(1-2) objects=u(1-195000)
w13-s1-MAIN-1,read,4456504,237031287935000,20,616.61,50.02,80,250,820,1020,12700,16870,25.79,1371745074.11,99.49%,60% containers=u(3-5) objects=u(1-195000)
w13-s1-MAIN-2,list,740935,0,20,5.95,5.95,10,10,10,20,50,1530,4.29,0,99.48%,10% containers=u(3-5) objects=u(1-195000)
w13-s1-MAIN-3,write,1193310,63261996550000,20,574.48,78.97,70,250,790,980,11870,17500,6.91,366109216.63,100%,16% containers=u(1-2) objects=u(1-390000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB
w13-s1-MAIN-4,delete,1044600,0,20,16.71,16.71,10,30,50,70,120,10110,6.05,0,100%,14% containers=u(1-2) objects=u(1-390000)
w14-s1-MAIN-1,read,94450,4966523751000,20,602.65,53.23,80,260,810,1020,12580,15350,26.26,1381064556.3,99.51%,60% containers=u(3-5) objects=u(1-195000)
w14-s1-MAIN-2,list,15605,0,20,6.57,6.57,10,10,20,30,60,1010,4.34,0,99.5%,10% containers=u(3-5) objects=u(1-195000)
w14-s1-MAIN-3,write,25399,1337297439000,20,568.69,88,90,280,780,1000,11510,14950,7.06,371877709.79,100%,16% containers=u(1-2) objects=u(1-195000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB
w14-s1-MAIN-4,delete,22283,0,20,19.91,19.91,20,40,60,80,140,1080,6.2,0,100%,14% containers=u(1-2) objects=u(1-195000)
w15-s1-MAIN-1,write,305560,16126015447000,20,462.57,62.69,20,240,660,730,8770,12450,42.45,2240357920.9,100%,60% containers=u(1-5) objects=s(195001-390000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB
w15-s1-MAIN-2,delete,203460,0,20,12.7,12.7,20,20,20,20,70,10040,28.27,0,100%,40% containers=u(1-5) objects=s(1-390000)
w20-s1-MAIN-1,read,0,0,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,60% containers=u(3-5) objects=u(1-195000)
w20-s1-MAIN-2,list,0,0,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,10% containers=u(3-5) objects=u(1-195000)
w20-s1-MAIN-3,write,0,0,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,16% containers=u(1-2) objects=u(1-195000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB
w20-s1-MAIN-4,delete,108898,0,20,5.96,5.96,10,10,10,60,90,210,30.3,0,100%,14% containers=u(1-2) objects=u(1-195000)
w22-s1-MAIN-1,read,0,0,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,60% containers=u(3-5) objects=u(1-195000)
w22-s1-MAIN-2,list,0,0,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,10% containers=u(3-5) objects=u(1-195000)
w22-s1-MAIN-3,write,0,0,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,16% containers=u(1-2) objects=u(1-195000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB
w22-s1-MAIN-4,delete,109563,0,20,6.01,6.01,10,10,10,70,90,1010,30.47,0,100%,14% containers=u(1-2) objects=u(1-195000)
w23-s1-MAIN-1,read,0,0,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,60% containers=u(3-5) objects=u(1-195000)
w23-s1-MAIN-2,list,0,0,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,10% containers=u(3-5) objects=u(1-195000)
w23-s1-MAIN-3,write,0,0,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,16% containers=u(1-2) objects=u(1-195000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB
w23-s1-MAIN-4,delete,109491,0,20,5.83,5.83,10,10,10,60,90,190,30.45,0,100%,14% containers=u(1-2) objects=u(1-195000)
w24-s1-cleanup-1,cleanup-delete,975000,0,20,1.79,1.79,10,10,10,10,10,40,11140.47,0,100%,100% containers=r(1-5)  objects=r(195001-390000) containers=r(1-5)  objects=r(195001-390000) containers=r(1-5)  objects=r(195001-390000) containers=r(1-5)  objects=r(195001-390000) containers=r(1-5)  objects=r(195001-390000) containers=r(1-5)  objects=r(195001-390000) deleteContainer=false containers=r(1-5)  objects=r(195001-390000)
w31-s1-cleanup-1,cleanup-delete,975000,0,20,6.57,6.57,10,10,10,20,70,1010,3106.9,0,100%,100% containers=r(1-5)  objects=r(195001-390000) containers=r(1-5)  objects=r(195001-390000) containers=r(1-5)  objects=r(195001-390000) containers=r(1-5)  objects=r(195001-390000) containers=r(1-5)  objects=r(195001-390000) containers=r(1-5)  objects=r(195001-390000) deleteContainer=false containers=r(1-5)  objects=r(195001-390000)
w33-s1-MAIN-1,write,975000,51753293930000,20,534.45,80.34,60,270,760,950,10780,17490,37.42,1985966182.99,100%,100% containers=r(1-5) objects=r(1-195000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB
w34-s1-MAIN-1,read,89493,4649441199000,20,609.19,52.56,80,260,810,1040,11550,15660,24.88,1292729388.4,87.24%,60% containers=u(3-5) objects=u(1-195000)
w34-s1-MAIN-2,list,14736,0,20,6.35,6.35,10,10,20,30,60,480,4.1,0,87.09%,10% containers=u(3-5) objects=u(1-195000)
w34-s1-MAIN-3,write,27310,1441572205000,20,613.57,82.07,80,240,850,1070,11710,16400,7.59,400812324.53,100%,16% containers=u(1-2) objects=u(1-195000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB
w34-s1-MAIN-4,delete,24249,0,20,19.03,19.03,20,40,50,70,130,590,6.74,0,100%,14% containers=u(1-2) objects=u(1-195000)
w35-s1-MAIN-1,read,4168960,222578402675000,20,632.65,59.39,100,290,840,1090,11780,18000,24.13,1288095257.21,87.21%,60% containers=u(3-5) objects=u(1-195000)
w35-s1-MAIN-2,list,695500,0,20,7.36,7.36,10,10,20,30,70,1630,4.02,0,87.2%,10% containers=u(3-5) objects=u(1-195000)
w35-s1-MAIN-3,write,1275738,67847142649000,20,612.19,98.11,110,320,830,1080,11560,17750,7.38,392641787.26,100%,16% containers=u(1-2) objects=u(1-390000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB
w35-s1-MAIN-4,delete,1116916,0,20,22.89,22.89,20,40,60,90,180,4040,6.46,0,100%,14% containers=u(1-2) objects=u(1-390000)
w36-s1-MAIN-1,read,87511,4639190492000,20,632.74,59.27,100,310,850,1090,11840,15870,24.34,1290337181.03,87.4%,60% containers=u(3-5) objects=u(1-195000)
w36-s1-MAIN-2,list,14349,0,20,7.61,7.61,10,10,20,30,80,1300,3.99,0,86.87%,10% containers=u(3-5) objects=u(1-195000)
w36-s1-MAIN-3,write,26521,1344349225000,20,592.1,102.01,110,310,830,1070,11450,15680,7.38,373925995.34,100%,16% containers=u(1-2) objects=u(1-195000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB
w36-s1-MAIN-4,delete,23377,0,20,25.8,25.8,20,40,70,100,200,1260,6.5,0,100%,14% containers=u(1-2) objects=u(1-195000)
w37-s1-MAIN-1,write,261423,13950526754000,20,541.66,76.27,60,270,770,940,11010,15210,36.33,1938594323.43,100%,60% containers=u(1-5) objects=s(195001-390000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB
w37-s1-MAIN-2,delete,174821,0,20,13.12,13.12,10,20,40,50,90,1890,24.29,0,100%,40% containers=u(1-5) objects=s(1-390000)
w38-s1-cleanup-1,cleanup-delete,975000,0,20,6,6,10,10,20,20,50,1060,3521.83,0,100%,100% containers=r(1-5)  objects=r(195001-390000) containers=r(1-5)  objects=r(195001-390000) containers=r(1-5)  objects=r(195001-390000) containers=r(1-5)  objects=r(195001-390000) containers=r(1-5)  objects=r(195001-390000) containers=r(1-5)  objects=r(195001-390000) deleteContainer=false containers=r(1-5)  objects=r(195001-390000)
w39-s1-MAIN-1,write,975000,51989819342000,20,542.42,79.69,60,260,760,930,10830,18330,36.87,1965683870.25,100%,100% containers=r(1-5) objects=r(1-195000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB
w40-s1-MAIN-1,read,975000,52150345868000,20,614.86,29.63,50,200,810,920,11890,16010,32.54,1740397844.01,100%,100% containers=s(1-5) objects=s(1-195000)
w41-s1-MAIN-1,read,975000,52150345868000,20,617.08,26.76,40,200,810,920,12080,16090,32.42,1733438971.41,100%,100% containers=s(1-5) objects=s(1-195000)
w44-s1-init_containers-1,init-write,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% containers=r(1-5) containers=r(1-5) containers=r(1-5) objects=r(0-0) sizes=c(0)B containers=r(1-5)
w46-s1-cleanup-1,cleanup-delete,975000,0,20,3.7,3.7,10,10,10,10,50,1890,5407.65,0,100%,100% containers=r(1-5)  objects=r(1-195000) containers=r(1-5)  objects=r(1-195000) containers=r(1-5)  objects=r(1-195000) containers=r(1-5)  objects=r(1-195000) containers=r(1-5)  objects=r(1-195000) containers=r(1-5)  objects=r(1-195000) deleteContainer=false containers=r(1-5)  objects=r(1-195000)
w46-s2-dispose-1,dispose-delete,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% containers=r(1-5) containers=r(1-5) containers=r(1-5) objects=r(0-0) sizes=c(0)B containers=r(1-5)
w47-s1-cleanup-1,cleanup-delete,975000,0,20,2.3,2.3,10,10,10,10,10,20,8677.03,0,100%,100% containers=r(1-5)  objects=r(1-195000) containers=r(1-5)  objects=r(1-195000) containers=r(1-5)  objects=r(1-195000) containers=r(1-5)  objects=r(1-195000) containers=r(1-5)  objects=r(1-195000) containers=r(1-5)  objects=r(1-195000) deleteContainer=false containers=r(1-5)  objects=r(1-195000)
w47-s2-dispose-1,dispose-delete,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% containers=r(1-5) containers=r(1-5) containers=r(1-5) objects=r(0-0) sizes=c(0)B containers=r(1-5)
w48-s1-cleanup-1,cleanup-delete,656606,0,20,2.3,2.3,10,10,10,10,10,10,8675.83,0,100%,100% containers=r(1-5)  objects=r(1-195000) containers=r(1-5)  objects=r(1-195000) containers=r(1-5)  objects=r(1-195000) containers=r(1-5)  objects=r(1-195000) containers=r(1-5)  objects=r(1-195000) containers=r(1-5)  objects=r(1-195000) deleteContainer=false containers=r(1-5)  objects=r(1-195000)
w49-s1-cleanup-1,cleanup-delete,975000,0,20,2.3,2.3,10,10,10,10,10,30,8684.26,0,100%,100% containers=r(1-5)  objects=r(1-195000) containers=r(1-5)  objects=r(1-195000) containers=r(1-5)  objects=r(1-195000) containers=r(1-5)  objects=r(1-195000) containers=r(1-5)  objects=r(1-195000) containers=r(1-5)  objects=r(1-195000) deleteContainer=false containers=r(1-5)  objects=r(1-195000)
w49-s2-dispose-1,dispose-delete,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% containers=r(1-5) containers=r(1-5) containers=r(1-5) objects=r(0-0) sizes=c(0)B containers=r(1-5)
w50-s1-init_containers-1,init-write,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% containers=r(1-5) containers=r(1-5) containers=r(1-5) objects=r(0-0) sizes=c(0)B containers=r(1-5)
w51-s1-init_containers-1,init-write,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% containers=r(1-5) containers=r(1-5) containers=r(1-5) objects=r(0-0) sizes=c(0)B containers=r(1-5)
w51-s2-preparing_cluster-1,prepare-write,975000,51390664864000,20,514.42,61.06,40,220,740,870,10630,19920,38.88,2048879343.49,100%,100% containers=r(1-5) objects=r(1-195000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-195000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-195000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-195000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-195000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB createContainer=false containers=r(1-5) objects=r(1-195000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB
w52-s1-MAIN-1,read,94326,4921641250000,20,598.08,46.28,70,250,790,1010,11430,15540,26.23,1368568354.54,100%,60% containers=u(3-5) objects=u(1-195000)
w52-s1-MAIN-2,list,15874,0,20,5.82,5.82,10,10,10,20,50,1010,4.41,0,100%,10% containers=u(3-5) objects=u(1-195000)
w52-s1-MAIN-3,write,24789,1317906608000,20,601.3,81.12,70,250,850,1040,11250,15070,6.89,366476232.66,100%,16% containers=u(1-2) objects=u(1-195000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB
w52-s1-MAIN-4,delete,22056,0,20,22.82,22.82,30,40,50,70,110,640,6.13,0,100%,14% containers=u(1-2) objects=u(1-195000)
w53-s1-MAIN-1,read,4541060,238918076792000,20,602.17,51.37,80,250,800,990,11260,18710,26.28,1382653723.97,100%,60% containers=u(3-5) objects=u(1-195000)
w53-s1-MAIN-2,list,757414,0,20,6.32,6.32,10,10,10,30,60,1830,4.38,0,100%,10% containers=u(3-5) objects=u(1-195000)
w53-s1-MAIN-3,write,1209977,63894126614000,20,576.53,82.11,80,260,790,980,10790,18530,7,369764595.94,100%,16% containers=u(1-2) objects=u(1-390000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB
w53-s1-MAIN-4,delete,1059425,0,20,17.6,17.6,20,30,50,70,120,2460,6.13,0,100%,14% containers=u(1-2) objects=u(1-390000)
w54-s1-MAIN-1,read,92458,4918400256000,20,613.57,53.67,80,260,800,1050,11450,15940,25.71,1367555975.43,100%,60% containers=u(3-5) objects=u(1-195000)
w54-s1-MAIN-2,list,15249,0,20,6.54,6.54,10,10,20,30,60,250,4.24,0,100%,10% containers=u(3-5) objects=u(1-195000)
w54-s1-MAIN-3,write,24804,1327214695000,20,591.18,87.99,90,290,800,1040,10890,15350,6.9,369026174.69,100%,16% containers=u(1-2) objects=u(1-195000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB
w54-s1-MAIN-4,delete,21695,0,20,19.72,19.72,20,40,50,80,140,610,6.03,0,100%,14% containers=u(1-2) objects=u(1-195000)
