Id,Op-Name,Op-Count,Byte-Count,Worker-Count,Avg-ResTime,Avg-ProcTime,60%-ResTime,80%-ResTime,90%-ResTime,95%-ResTime,99%-ResTime,100%-ResTime,Throughput,Bandwidth,Succ-Ratio,Config-Info
w167-s1-init_containers-1,init-write,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% containers=r(1-5) containers=r(1-5) containers=r(1-5) objects=r(0-0) sizes=c(0)B containers=r(1-5)
w167-s2-preparing_cluster-1,prepare-write,250000000,3743391194000,600,49.29,49.19,30,50,70,140,710,3940,12212.98,182876989.77,100%,100% containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB createContainer=false containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w168-s1-MAIN-1,read,11762702,176230362000,600,65.77,65.72,70,90,120,150,270,1790,3267.48,48953778.38,100%,44% containers=u(3-5) objects=u(1-50000000)
w168-s1-MAIN-2,list,4008429,0,600,19.41,19.41,20,30,50,70,150,1650,1113.47,0,100%,15% containers=u(3-5) objects=u(1-50000000)
w168-s1-MAIN-3,write,9625323,144046326000,600,122.4,122.25,120,190,260,330,570,2900,2673.75,40013604.07,100%,36% containers=u(1-2) objects=u(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w168-s1-MAIN-4,delete,1336489,0,600,95.85,95.85,90,150,200,270,490,2370,371.25,0,100%,5% containers=u(1-2) objects=u(1-50000000)
w169-s1-MAIN-1,write,79827379,1195196851000,600,49,48.88,50,70,80,110,380,2240,11087.21,166000611.98,99.83%,80% containers=u(1-5) objects=s(50000000-100000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w169-s1-MAIN-2,delete,19993958,0,600,19.58,19.58,20,30,50,70,130,1850,2776.96,0,100%,20% containers=u(1-5) objects=s(1-100000000)
w170-s1-init_containers-1,init-write,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% containers=r(1-5) containers=r(1-5) containers=r(1-5) objects=r(0-0) sizes=c(0)B containers=r(1-5)
w171-s1-init_containers-1,init-write,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% containers=r(1-5) containers=r(1-5) containers=r(1-5) objects=r(0-0) sizes=c(0)B containers=r(1-5)
w171-s2-preparing_cluster-1,prepare-write,250000000,3744003562000,600,54.29,54.17,40,60,90,170,590,3450,11045.33,165413741.48,100%,100% containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB createContainer=false containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w172-s1-MAIN-1,read,9593634,143784341000,600,72.46,72.42,70,100,130,160,260,2040,2664.97,39941101.44,100%,44% containers=u(3-5) objects=u(1-50000000)
w172-s1-MAIN-2,list,3271181,0,600,26.97,26.97,30,50,70,90,160,1770,908.68,0,100%,15% containers=u(3-5) objects=u(1-50000000)
w172-s1-MAIN-3,write,7847696,117491321000,600,158.1,157.94,160,250,340,430,670,3010,2179.97,32637300.92,100%,36% containers=u(1-2) objects=u(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w172-s1-MAIN-4,delete,1088197,0,600,123.06,123.06,120,200,270,340,550,2270,302.28,0,100%,5% containers=u(1-2) objects=u(1-50000000)
w173-s1-MAIN-1,write,55217504,826931729000,600,71.37,71.24,50,90,150,260,620,4320,7669.31,114854797.69,100%,80% containers=u(1-5) objects=s(50000001-100000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w173-s1-MAIN-2,delete,13803609,0,600,26.92,26.92,10,40,60,100,360,3650,1917.22,0,100%,20% containers=u(1-5) objects=s(1-100000000)
w174-s1-init_containers-1,init-write,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% containers=r(1-5) containers=r(1-5) containers=r(1-5) objects=r(0-0) sizes=c(0)B containers=r(1-5)
w174-s2-preparing_cluster-1,prepare-write,250000000,3741705793000,600,50.37,50.25,50,70,90,130,390,5180,11903.12,178152415.59,100%,100% containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB createContainer=false containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w175-s1-MAIN-1,read,9225955,138122384000,600,75.66,75.62,80,110,140,170,270,1980,2562.88,38368985.57,100%,44% containers=u(3-5) objects=u(1-50000000)
w175-s1-MAIN-2,list,3148115,0,600,28.27,28.27,30,50,70,100,160,1910,874.51,0,100%,15% containers=u(3-5) objects=u(1-50000000)
w175-s1-MAIN-3,write,7551245,112739891000,600,163.83,163.68,160,260,350,450,710,3370,2097.66,31317987.75,100%,36% containers=u(1-2) objects=u(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w175-s1-MAIN-4,delete,1048812,0,600,127.75,127.75,120,200,280,360,580,2490,291.35,0,100%,5% containers=u(1-2) objects=u(1-50000000)
w176-s1-MAIN-1,write,55210183,827004834000,600,71.31,71.18,50,90,140,250,620,4230,7668.19,114863355.93,99.98%,80% containers=u(1-5) objects=s(50000001-100000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w176-s1-MAIN-2,delete,13802154,0,600,27.19,27.19,10,40,60,100,360,3540,1916.99,0,100%,20% containers=u(1-5) objects=s(1-100000000)
w177-s1-init_containers-1,init-write,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% containers=r(1-5) containers=r(1-5) containers=r(1-5) objects=r(0-0) sizes=c(0)B containers=r(1-5)
w177-s2-preparing_cluster-1,prepare-write,250000000,3743242929000,600,79.55,79.43,50,70,110,170,490,181210,7533.96,112806816.99,100%,100% containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB createContainer=false containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w178-s1-MAIN-1,read,7051887,105626891000,600,87.92,87.89,80,120,170,230,530,2390,1958.91,29341646.11,100%,44% containers=u(3-5) objects=u(1-50000000)
w178-s1-MAIN-2,list,2401787,0,600,37.41,37.41,30,60,100,130,270,2530,667.18,0,100%,15% containers=u(3-5) objects=u(1-50000000)
w178-s1-MAIN-3,write,5763851,86196298000,600,226.37,226.22,190,360,540,710,1220,43660,1601.12,23944105.35,100%,36% containers=u(1-2) objects=u(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w178-s1-MAIN-4,delete,800784,0,600,179.72,179.72,150,290,430,570,980,44670,222.45,0,100%,5% containers=u(1-2) objects=u(1-50000000)
w179-s1-MAIN-1,write,42645692,638878379000,600,91.67,91.53,50,90,190,320,800,254300,5923.09,88734336.81,100%,80% containers=u(1-5) objects=s(50000001-100000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w179-s1-MAIN-2,delete,10658033,0,600,38.01,38.01,10,40,70,140,480,242510,1480.3,0,100%,20% containers=u(1-5) objects=s(1-100000000)
w180-s1-MAIN-1,write,59647534,893371661000,600,68.53,68.41,70,90,130,170,400,6050,8284.63,124083178.13,99.98%,80% containers=u(1-5) objects=s(50000001-100000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w180-s1-MAIN-2,delete,14905290,0,600,15.03,15.03,10,20,30,60,170,4280,2070.24,0,100%,20% containers=u(1-5) objects=s(1-100000000)
w182-s1-init_containers-1,init-write,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% containers=r(1-5) containers=r(1-5) containers=r(1-5) objects=r(0-0) sizes=c(0)B containers=r(1-5)
w182-s2-preparing_cluster-1,prepare-write,250000000,3741555239000,600,36.99,36.89,40,50,70,80,120,17080,16603.7,248482759.48,100%,100% containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB createContainer=false containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w183-s1-MAIN-1,read,11081667,165876873000,600,70.43,70.38,70,100,130,160,270,4380,3078.31,46077987.07,100%,44% containers=u(3-5) objects=u(1-50000000)
w183-s1-MAIN-2,list,3777852,0,600,20.82,20.82,20,40,50,70,150,4120,1049.43,0,100%,15% containers=u(3-5) objects=u(1-50000000)
w183-s1-MAIN-3,write,9072815,135817848000,600,129.2,129.06,130,200,270,340,570,4830,2520.29,37728065.38,100%,36% containers=u(1-2) objects=u(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w183-s1-MAIN-4,delete,1258726,0,600,100.44,100.44,100,150,210,270,480,4020,349.65,0,100%,5% containers=u(1-2) objects=u(1-50000000)
w184-s1-MAIN-1,write,75461387,1129734486000,600,51.4,51.28,50,70,80,100,210,107100,10480.79,156908147.61,99.53%,80% containers=u(1-5) objects=s(50000001-100000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w184-s1-MAIN-2,delete,18945786,0,600,21.74,21.74,20,30,50,60,110,100960,2631.37,0,100%,20% containers=u(1-5) objects=s(1-100000000)
w185-s1-init_containers-1,init-write,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% containers=r(1-5) containers=r(1-5) containers=r(1-5) objects=r(0-0) sizes=c(0)B containers=r(1-5)
w185-s2-preparing_cluster-1,prepare-write,250000000,3742964085000,600,40.4,40.29,40,50,70,80,170,30120,15041.51,225208797.29,100%,100% containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB createContainer=false containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w186-s1-MAIN-1,read,11160037,167060392000,600,70.53,70.48,70,100,130,160,260,2760,3100.09,46406815.34,100%,44% containers=u(3-5) objects=u(1-50000000)
w186-s1-MAIN-2,list,3804421,0,600,20.5,20.5,20,40,50,70,140,2300,1056.81,0,100%,15% containers=u(3-5) objects=u(1-50000000)
w186-s1-MAIN-3,write,9130025,136859277000,600,127.73,127.58,130,200,260,330,550,4520,2536.18,38017407.63,100%,36% containers=u(1-2) objects=u(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w186-s1-MAIN-4,delete,1268635,0,600,99.71,99.71,100,150,210,270,470,4030,352.41,0,100%,5% containers=u(1-2) objects=u(1-50000000)
w187-s1-MAIN-1,write,83226954,1245899379000,600,46.35,46.23,50,70,90,100,150,2030,11559.34,173042231.17,99.33%,80% containers=u(1-5) objects=s(50000001-100000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w187-s1-MAIN-2,delete,20943002,0,600,19.65,19.65,20,40,50,70,100,1740,2908.76,0,100%,20% containers=u(1-5) objects=s(1-100000000)
w188-s1-init_containers-1,init-write,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% containers=r(1-5) containers=r(1-5) containers=r(1-5) objects=r(0-0) sizes=c(0)B containers=r(1-5)
w188-s2-preparing_cluster-1,prepare-write,1950000,103275850158000,20,338.09,36.37,10,180,520,780,7010,29020,60.12,3184952963.34,100%,100% containers=r(1-5) objects=r(1-390000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-390000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-390000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-390000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-390000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-390000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-390000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-390000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-390000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-390000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-390000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-390000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-390000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-390000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-390000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB containers=r(1-5) objects=r(1-390000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB createContainer=false containers=r(1-5) objects=r(1-390000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB
w189-s1-MAIN-1,read,180565,9464488641000,20,309.63,34.67,50,170,460,640,5730,13850,50.18,2630428878.45,100%,60% containers=u(3-5) objects=u(1-390000)
w189-s1-MAIN-2,list,29868,0,20,4.4,4.4,10,10,10,10,30,1010,8.3,0,100%,10% containers=u(3-5) objects=u(1-390000)
w189-s1-MAIN-3,write,47906,2530663356000,20,318.65,51.62,40,180,510,710,5830,13260,13.31,703336743.78,100%,16% containers=u(1-2) objects=u(1-390000) sizes=h(1|1|50-64|64|15-8192|8192|15-65536|65536|15-1048576|1048576|5)KB
w189-s1-MAIN-4,delete,42336,0,20,15.12,15.12,20,30,40,50,70,7540,11.77,0,100%,14% containers=u(1-2) objects=u(1-390000)
w190-s1-init_containers-1,init-write,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% containers=r(1-5) containers=r(1-5) containers=r(1-5) objects=r(0-0) sizes=c(0)B containers=r(1-5)
w190-s2-preparing_cluster-1,prepare-write,250000000,3742799466000,600,49.8,49.7,30,50,60,100,830,5100,12139.13,181738366.45,100%,100% containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB createContainer=false containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w191-s1-init_containers-1,init-write,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% containers=r(1-5) containers=r(1-5) containers=r(1-5) objects=r(0-0) sizes=c(0)B containers=r(1-5)
w191-s2-preparing_cluster-1,prepare-write,250000000,3743481975000,600,49.93,49.82,30,50,70,120,740,4160,12084.92,180960985.71,100%,100% containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB createContainer=false containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w192-s1-MAIN-1,read,11332473,169839252000,600,68.93,68.87,70,100,130,160,290,2100,3147.98,47178612.84,100%,44% containers=u(3-5) objects=u(1-50000000)
